Molecule ID,ext,External ID,Gene,Name,Source acc,Regulation (case/control),Validation,Scores
A906B,,CPLX4_HUMAN,CPLX4,Complexin-4,A_24_P57776,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 8.96E-04
A915H,,PONL1_HUMAN,PODNL1;SLRR5B,Podocan-like protein 1 precursor,A_23_P433798,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 3.38E-03
A9338,,GPR37_HUMAN,GPR37,Probable G protein-coupled receptor 37 precursor,A_24_P85557,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 7.12E-04
A979A,,RYBP_HUMAN,RYBP;DEDAF;YEAF1,Death effector domain-associated factor,A_32_P101775,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.11E-03
A9823,,CD1D_HUMAN,CD1D,T-cell surface glycoprotein CD1d precursor,A_24_P11208,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 9.17E-04
B4098,,DB119_HUMAN,DEFB119;DEFB120;DEFB19,Beta-defensin 119 precursor,A_32_P108107,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 2.09E-03
B5518,,FA47B_HUMAN,FAM47B,Family with sequence similarity 47;member B,A_32_P105381,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 7.90E-04
B7571,,IFNA8_HUMAN,IFNA8,Interferon alpha-8 precursor,A_23_P146539,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 8.98E-04
B8357,,KI2S4_HUMAN,KIR2DS4;CD158I;KKA3,Killer cell immunoglobulin-like receptor 2DS4 precursor,A_23_P78840,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 2.83E-03
BB177,,O51B2_HUMAN,OR51B2;OR51B1P,Olfactory receptor 51B2,A_23_P116640,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.66E-03
BB419,,OR2S1_HUMAN,OR2S2,Olfactory receptor 2S2,A_23_P135007,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.13E-03
BD004,,PSG1_HUMAN,PSG1;DHFRP2;B1G1,Pregnancy-specific beta-1-glycoprotein 1 precursor,A_23_P50697,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 7.26E-04
BH004,,TPIP1_HUMAN,TP53AIP1;P53AIP1;P53AIP1GAMMA,P53-regulated apoptosis-inducing protein 1,A_23_P340171,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.18E-03
BM591,,O00246,,Hypothetical protein,A_24_P51316,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 5.03E-04
A021D,,CD177_HUMAN,CD177;NB1;PRV1,CD177 antigen,A_32_P143589,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.04E-03
A0457,,SC6A3_HUMAN,SLC6A3;DAT1,Sodium-dependent dopamine transporter,A_24_P397435,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 9.41E-04
A049J,,TYRO_HUMAN,TYRL;TYR,Tyrosinase precursor,A_23_P312505,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 4.92E-04
A0763,X,KCNA1_HUMAN,KCNA1,Potassium voltage-gated channel subfamily A member 1,A_23_P48229,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 2.76E-03
A1516,X,LAMA3_HUMAN,LamA3;LAMA3;LAMNA,Laminin alpha-3 chain precursor,A_24_P179569,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 8.26E-04
A167K,,MAGAA_HUMAN,MAGEA10;MAGE10,Melanoma-associated antigen 10,A_23_P137007,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 7.84E-04
A200H,,LRIT2_HUMAN,LRIT2;LRRC22,Leucine-rich repeat;immunoglobulin-like domain and transmembrane domain-containing protein 2 precursor,A_24_P478350,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.32E-03
A227H,,LYPD5_HUMAN,LYPD5;UNQ1908/PRO4356;UNQ1908,LY6/PLAUR domain containing protein 5 precursor,A_24_P323148,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 3.16E-03
A2299,,KCNB2_HUMAN,KCNB2,Potassium voltage-gated channel subfamily B member 2,A_32_P305500,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.26E-03
A2517,,ELAV2_HUMAN,ELAVL2;HUB;Hel-N1,ELAV-like protein 2,A_23_P94571,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 9.90E-04
A2613,,PAPOB_HUMAN,PAPOLB;PAPT;TPAP,Poly(A) polymerase beta,A_24_P945312,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 6.01E-04
A2812,,ZN682_HUMAN,ZNF682,Zinc finger protein 682,A_23_P28011,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 8.15E-04
A283H,,MBTP2_HUMAN,MBTPS2;S2P,Membrane-bound transcription factor site 2 protease,A_24_P213856,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.05E-03
A2970,,ZIM3_HUMAN,ZIM3;ZNF657,Zinc finger imprinted 3,A_23_P67103,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 7.90E-04
A303E,,SG11A_HUMAN,SPAG11A;EP2;HE2,Sperm-associated antigen 11A precursor,A_23_P324319,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 5.60E-04
A3299,,TBX4_HUMAN,TBX4,T-box transcription factor TBX4,A_23_P4443,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.93E-03
A329E,,SMR3B_HUMAN,SMR3B;PBII;PRL3,Submaxillary gland androgen-regulated protein 3 homolog B precursor,A_23_P29965,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.18E-03
A3481,,S4A10_HUMAN,SLC4A10;NCBE,Sodium-driven chloride bicarbonate exchanger,A_24_P930111,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.22E-03
A350A,,DMRTD_HUMAN,DMRTC2,Doublesex and MAB-3-related transcription factor C2,A_23_P300245,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 7.69E-04
A3839,,KRT38_HUMAN,KRT38;HHA8;HKA8,Keratin;type I cuticular HA8,A_23_P100991,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.01E-03
A3863,,SYCP1_HUMAN,SYCP1;SCP1,Synaptonemal complex protein 1,A_23_P729,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.42E-03
A3932,,PEX5R_HUMAN,PEX5L;PEX5R;PXR2,Peroxisomal biogenesis factor 5-like,A_23_P259003,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 7.75E-04
A4191,X,PARI_HUMAN,PARPBP;PARI;PNAS-15,UPF0419 protein C12ORF48,A_23_P87773,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.21E-03
A4464,,GRIK1_HUMAN,GLUR5;GRIK1,Glutamate receptor;ionotropic kainate 1 precursor,A_23_P109286,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.61E-03
A4568,,AMOT_HUMAN,AMOT,Angiomotin,A_23_P171232,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 7.64E-04
A4643,,CD22_HUMAN,CD22;SIGLEC2,B-cell receptor CD22 precursor,A_23_P209055,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 2.77E-03
A4752,,DSC3_HUMAN,DSC3;CDHF3;DSC4,Desmocollin 3 precursor,A_24_P344416,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.02E-03
A4985,,MTUS2_HUMAN,MTUS2;CAZIP;TIP150,Microtubule-associated tumor suppressor candidate 2,A_23_P425990,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 7.60E-04
A515D,X,GRM1B_HUMAN,GRAMD1B;UNQ3032/PRO9834;PTSS3032,GRAM domain-containing protein 1B,A_24_P342055,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 3.69E-03
A5310,,DIEXF_HUMAN,DIEXF;DEF,Digestive organ expansion factor homolog,A_23_P34953,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 9.27E-04
A541F,,BTG4_HUMAN,BTG4;PC3B;PC3b,B-cell translocation gene 4,A_23_P47322,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 9.58E-04
A5431,,PDCL2_HUMAN,GCPHLP;PDCL2,Phosducin-like protein 2,A_23_P363301,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.02E-03
A585I,,ST4A1_HUMAN,SULT4A1;SULTX3,Sulfotransferase 4A1,A_23_P57577,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.02E-03
A5998,,CBPA6_HUMAN,CPA6;CPAH,Carboxypeptidase A6 precursor,A_24_P4170,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 8.80E-04
A6000,,CBPB2_HUMAN,CPB2;PCPB,Carboxypeptidase B2,A_23_P36901,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 6.21E-04
A601H,,NR1I2_HUMAN,NR1I2;NR1i2;PXR,Nuclear receptor subfamily 1 group I member 2,A_23_P109785,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.22E-03
A6298,,DGKE_HUMAN,DGKE;DAGK5,Diacylglycerol kinase;epsilon,A_23_P141163,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 6.32E-04
A648G,X,GP176_HUMAN,GPR176;GPR,Probable G-protein coupled receptor 176,A_24_P941880,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 4.62E-03
A6510,,FIGL1_HUMAN,FIGNL1,Fidgetin-like protein 1,A_24_P923303,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.05E-03
A656D,,LELP1_HUMAN,LELP1,Late cornified envelope-like proline-rich protein 1,A_23_P51311,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 2.45E-03
A6743,,HPSE_HUMAN,HPA;HPSE;HEP,Heparanase,A_23_P256107,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 4.25E-03
A6856,,KLK12_HUMAN,KLK12;KLKL5;UNQ669/PRO1303,Kallikrein 12 precursor,A_23_P500010,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 7.23E-04
A7340,X,PDIA4_HUMAN,PDIA4;ERP70;ERP72,Protein disulfide isomerase A4 precursor,A_23_P42802,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 3.56E-06
A742H,,PAF15_HUMAN,PAF;NS5ATP9;L5,PCNA-associated factor,A_23_P117852,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 2.06E-03
A748J,,SSX1_HUMAN,SSX1,Protein SSX1,A_32_P55135,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 9.86E-04
A764I,X,TGM5_HUMAN,TGM5;TGMX,Protein-glutamine gamma-glutamyltransferase 5,A_23_P129291,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 4.95E-03
A777K,,T178B_HUMAN,TMEM178B,Transmembrane protein 178B,A_32_P70245,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 7.01E-04
A811A,,NUTM1_HUMAN,NUTM1;NUT,Protein NUT,A_23_P393955,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 7.32E-04
A815G,,HXD13_HUMAN,HOXD13;HOX4I,Homeobox protein Hox-D13,A_23_P165796,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.84E-03
A816B,,APOF_HUMAN,APOF,Apolipoprotein F precursor,A_23_P87491,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 8.79E-04
A832C,,EFC13_HUMAN,EFCAB13,EF-hand domain-containing protein C17orf57,A_24_P374445,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.14E-03
A844G,,IDI2_HUMAN,IDI2,Isopentenyl-diphosphate delta-isomerase 2,A_23_P410600,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 2.21E-03
A8502,,SPB5_HUMAN,SERPINB5;PI5,Maspin precursor,A_24_P212086,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 3.63E-03
A858B,,CAPS1_HUMAN,CADPS;CAPS;CAPS1,Calcium-dependent secretion activator 1,A_24_P912167,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 9.96E-04
A868F,X,CLC1A_HUMAN,CLEC1A;CLEC1;UNQ569/PRO1131,C-type lectin domain family 1 member A,A_24_P360993,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 9.69E-04
A878G,,IL13_HUMAN,IL13;NC30,Interleukin-13 precursor,A_23_P251031,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 7.89E-04
A9012,,RHCE_HUMAN,RHCE;RHD;RhC,Blood group Rh(CE) polypeptide,A_23_P62634,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.81E-03
A930C,,CB057_HUMAN,,Hypothetical protein,A_23_P324419,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 2.76E-03
A944G,,IRS4_HUMAN,IRS4,Insulin receptor substrate 4,A_23_P85039,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 8.10E-04
A947B,,EAA1_HUMAN,SLC1A3;EAAT1;GLAST,Solute carrier family 1 (glial affinity glutamate transporter) member 3,A_23_P250963,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 3.97E-03
A969F,,CRBA1_HUMAN,CRYBA1;CRYB1,Beta crystallin A3,A_23_P4254,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.03E-03
A9789,,BDNF_HUMAN,BDNF;BDNF 2-5;BDNF 1-5,Brain-derived neurotrophic factor precursor,A_32_P7316,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 5.22E-04
A983G,,K102L_HUMAN,,Hypothetical UPF0258 protein,A_24_P600377,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 7.60E-04
A9986,X,MACC1_HUMAN,MACC1;7A5,Metastasis-associated in colon cancer protein 1,A_32_P158272,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 7.87E-04
B7604,,IGFL2_HUMAN,IGFL2;UNQ645/PRO1275;VPRI645,Insulin growth factor-like family member 2 precursor,A_23_P153571,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.19E-03
BB405,,OR2J1_HUMAN,OR2J1;OR2J1P;6M1-4P*05,Olfactory receptor 2J1,A_23_P359804,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 8.12E-04
BK634,,Q9UHT3,PRO1880,PRO1880 protein,A_23_P47110,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 7.26E-04
BK634,,Q9UHT3,PRO1880,PRO1880 protein,A_24_P335142,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 1.25E-03
A0043,,GNAO_HUMAN,GNAO1,Guanine nucleotide-binding protein G(O);alpha subunit 1,A_23_P26582,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 9.47E-04
A004D,X,CCD83_HUMAN,CCDC83;HSD9,Coiled-coil domain-containing protein 83,A_23_P356667,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 7.84E-04
A023H,,KCNKI_HUMAN,KCNK18;TRESK;TRIK,TWIK-related individual K+ channel,A_23_P115932,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.98E-03
A0555,,HRK_HUMAN,HRK;BID3,Activator of apoptosis Harakiri,A_23_P25194,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.17E-03
A0719,,STAT1_HUMAN,STAT1,Signal transducer and activator of transcription 1-alpha/beta,A_23_P56630,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 3.62E-03
A0746,,KCND2_HUMAN,KCND2,Potassium voltage-gated channel subfamily D member 2,A_23_P112564,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 7.44E-04
A0769,,CXCR2_HUMAN,IL8RB;CXCR2,Interleukin 8 receptor beta,A_24_P933228,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 9.39E-04
A107I,,RGR_HUMAN,RGR,RPE-retinal G protein-coupled receptor,A_24_P103911,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.60E-03
A134H,,LHX9_HUMAN,LHX9,LIM/homeobox protein Lhx9,A_24_P910952,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.70E-03
A139C,,MRP9_HUMAN,ABCC12;MRP9,Multidrug resistance-associated protein 9,A_24_P287766,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 8.09E-04
A145J,,VTM2A_HUMAN,VSTM2A;VSTM2,Immunoglobulin V-SET domain containing protein,A_23_P157027,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 9.53E-04
A145J,,VTM2A_HUMAN,VSTM2A;VSTM2,Immunoglobulin V-SET domain containing protein,A_24_P160482,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.29E-03
A2036,,CHD2_HUMAN,CHD2,Chromodomain-helicase-DNA-binding protein 2,A_23_P206068,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.02E-03
A2296,,KCNA3_HUMAN,KCNA3;HGK5,Potassium voltage-gated channel subfamily A member 3,A_23_P201138,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 2.05E-03
A281H,,MBOA4_HUMAN,MBOAT4;GOAT;OACT4,Ghrelin O-acyltransferase,A_24_P306824,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 6.52E-04
A292F,,AMER3_HUMAN,AMER3;FAM123C,APC membrane recruitment protein 3,A_24_P37355,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.38E-03
A3101,,SP7_HUMAN,SP7;OSX,Transcription factor Sp7,A_23_P317729,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 8.82E-04
A3158,,DPF1_HUMAN,DPF1;BAF45B;NEUD4,Zinc-finger protein Neuro-D4,A_23_P119458,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 8.64E-04
A3245,,IKZF3_HUMAN,ZNFN1A3;IKZF3,Zinc finger protein Aiolos,A_23_P376060,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 2.03E-03
A386I,,SFR1_HUMAN,SFR1;MEI5;MEIR5,Hypothetical protein,A_23_P413193,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 2.31E-04
A405C,,S22AP_HUMAN,UST6;SLC22A25,Solute carrier family 22 member 25,A_24_P410487,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 8.63E-04
A4106,X,DBF4A_HUMAN,DBF4;ASK;DBF4A,Protein DBF4 homolog A,A_24_P943358,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 2.28E-03
A417B,,DCBD2_HUMAN,DCBLD2;CLCP1;ESDN,Discoidin;CUB and LCCL domain containing protein 2 precursor,A_23_P91829,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.98E-05
A4219,X,SMC1B_HUMAN,SMC1B;SMC1L2,Structural maintenance of chromosomes protein 1B,A_23_P29330,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 8.01E-04
A421F,,AT135_HUMAN,ATP13A5;UNQ488/PRO1004;UNQ488,Probable Cation-transporting ATPase 13A5,A_32_P315178,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.25E-03
A4224,,SPDYA_HUMAN,SPDYA;SPDY1;SPY1,Speedy A,A_32_P102935,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.56E-03
A446G,,FGF23_HUMAN,FGF23;HYPF;UNQ3027/PRO9828,Fibroblast growth factor-23 precursor,A_23_P117095,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 8.70E-04
A4944,,LMOD3_HUMAN,LMOD3,Leiomodin 3,A_24_P76821,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.24E-03
A4976,,MOBP_HUMAN,MOBP,Myelin-associated oligodendrocytic basic protein,A_24_P182900,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 8.14E-04
A503A,,H2B1J_HUMAN,HIST1H2BJ;H2BFR,Histone H2B type 1-J,A_24_P359231,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 8.07E-04
A5042,,PCDC1_HUMAN,PCDHAC1,Protocadherin alpha C1 precursor,A_24_P191931,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.19E-03
A5048,,PCDG5_HUMAN,ME3;PCDHGA5,Protocadherin gamma A5 precursor,A_24_P342272,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.19E-03
A504H,,NDF6_HUMAN,MATH2;NEUROD6;ATOH2,Neurogenic differentiation factor 6,A_23_P134340,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.24E-03
A537D,,HN1_HUMAN,HN1;ARM2;HN1A,Hematological and neurological expressed protein 1,A_23_P100632,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.51E-05
A5391,,MAGG1_HUMAN,NDNL2;HCA4;MAGEG1,Melanoma-associated antigen G1,A_23_P117862,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.09E-04
A543J,,ABCB5_HUMAN,ABCB5,ATP-binding cassette sub-family B member 5,A_23_P111662,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.10E-03
A5758,,AK1D1_HUMAN,AKR1D1;SRD5B1,3-oxo-5-beta-steroid 4-dehydrogenase,A_23_P382000,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 8.26E-04
A5906,,B3GT5_HUMAN,B3GALT5,Beta-1;3-galactosyltransferase 5,A_23_P102919,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 8.52E-04
A5954,,C1TM_HUMAN,MTHFD1L;FTHFSDC1,Methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,A_23_P214908,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 7.55E-06
A595D,,K1239_HUMAN,,Leucine-rich repeat and WD repeat-containing protein KIAA1239,A_23_P396934,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.17E-03
A596I,,STAR6_HUMAN,STARD6,StAR-related lipid transfer protein 6,A_24_P934939,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 8.39E-04
A6085,,CNCG_HUMAN,PDE6H,Retinal cone rhodopsin-sensitive cGMP 3';5'-cyclic phosphodiesterase gamma-subunit,A_23_P64913,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 9.16E-04
A6245,,DCLK3_HUMAN,DCLK3;DCAMKL3;DCDC3C,Serine/threonine-protein kinase DCLK3,A_23_P80462,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.44E-03
A626C,,TMX4_HUMAN,TMX4;TXNDC13;UNQ475/PRO938,Thioredoxin-related transmembrane protein 4,A_24_P923654,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 7.12E-04
A6454,,ESPL1_HUMAN,ESPL1;ESP1,Separin,A_32_P119007,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 7.25E-04
A6529,,CMTR2_HUMAN,CMTR2;FTSJD1;AFT,FTSJ methyltransferase domain-containing protein 1,A_24_P410378,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 4.87E-03
A671D,,LRC27_HUMAN,LRRC27,Leucine-rich repeat-containing protein 27,A_23_P430271,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 9.10E-04
A7457,,PON1_HUMAN,PON1;PON,Paraoxonase 1,A_24_P337846,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 7.64E-04
A779B,,ABCCB_HUMAN,ABCC11;MRP8,ATP-binding cassette transporter sub-family C member 11,A_23_P141076,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 6.65E-04
A788D,,PATE1_HUMAN,PATE1;PATE,Prostate and testis expressed protein 1 precursor,A_23_P347525,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 3.28E-03
A813G,,HXC13_HUMAN,HOXC13;HOX3G,Homeobox protein Hox-C13,A_23_P64808,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 3.16E-03
A819A,,P63_HUMAN,TP63;KET;P63,Tumor protein p63,A_24_P273756,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 8.98E-04
A822F,,CI041_HUMAN,,Chromosome 9 open reading frame 41,A_23_P306346,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 3.55E-03
A877J,,R114L_HUMAN,,PREDICTED: Hypothetical protein XP_208778,A_24_P127528,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 8.28E-04
A879B,,CLCA2_HUMAN,CLCA2;CACC3;HCLCA2,Calcium-activated chloride channel regulator 2,A_23_P397248,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.48E-03
A8894,,NAL10_HUMAN,NLRP10;NALP10;NOD8,NACHT;LRR and PYD domains-containing protein 10,A_23_P403488,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.96E-03
A9346,X,GPR98_HUMAN,GPR98;MASS1;VLGR1,G-protein coupled receptor 98,A_24_P419058,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.99E-03
A9353,,I27RA_HUMAN,IL27RA;CRL1;TCCR,Interleukin-27 receptor alpha chain precursor,A_24_P348326,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 7.31E-04
A954G,X,ISL1_HUMAN,ISL1,Insulin gene enhancer protein ISL-1,A_23_P81529,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.04E-03
B2548,,CE066_HUMAN,,Hypothetical protein FLJ23312,A_32_P378821,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.01E-03
B8559,,KR133_HUMAN,KRTAP13-3;KAP13.3,Keratin-associated protein 13-3,A_24_P357386,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.37E-03
B9884,,MOST1_HUMAN,MOST-1,Protein MOST-1,A_24_P64036,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 7.98E-04
BE854,,SFTA3_HUMAN,SFTA3;SFTPH,Putative protein SFTA3,A_24_P693461,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 1.00E-03
BI306,,YK038_HUMAN,,Hypothetical protein,A_24_P170970,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 9.83E-04
BM635,,C9JG08,,Putative uncharacterized protein ENSP00000403181,A_32_P217543,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 7.30E-04
BO600,,B7WPD1,DCDC1/DCDC5 fusion,Doublecortin domain-containing protein 1,A_24_P758323,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 7.45E-04
A059D,,CF201_HUMAN,,Uncharacterized protein C6orf201,A_24_P350303,ratio: 0.32,ratio_log2fc: -1.62,,p-value: 9.63E-04
A202H,,LRP11_HUMAN,LRP11,Low density lipoprotein receptor-related protein 11,A_24_P706873,ratio: 0.32,ratio_log2fc: -1.62,,p-value: 9.58E-04
A2311,,KCNC1_HUMAN,KCNC1,Potassium voltage-gated channel subfamily C member 1,A_23_P203439,ratio: 0.32,ratio_log2fc: -1.62,,p-value: 2.71E-03
A2518,,ELAV4_HUMAN,HuD;ELAVL4;HUD,ELAV-like protein 4,A_24_P188447,ratio: 0.32,ratio_log2fc: -1.62,,p-value: 9.28E-04
A272B,,ZN729_HUMAN,ZNF729,Zinc finger protein 729,A_24_P126491,ratio: 0.32,ratio_log2fc: -1.62,,p-value: 8.19E-04
A303K,,HERC3_HUMAN,HERC3,Probable E3 ubiquitin-protein ligase HERC3,A_24_P153215,ratio: 0.32,ratio_log2fc: -1.62,,p-value: 7.28E-04
A323B,,BTNL3_HUMAN,BTNL3;BTNLR;COLF4100,Butyrophilin-like protein 3 precursor,A_24_P34865,ratio: 0.32,ratio_log2fc: -1.62,,p-value: 8.70E-04
A396I,,SGOL1_HUMAN,SGOL1;SGO1;NY-BR-85,Shugoshin-like 1,A_24_P923984,ratio: 0.32,ratio_log2fc: -1.62,,p-value: 9.15E-04
A4752,,DSC3_HUMAN,DSC3;CDHF3;DSC4,Desmocollin 3 precursor,A_23_P208029,ratio: 0.32,ratio_log2fc: -1.62,,p-value: 7.59E-04
A4801,,FAT3_HUMAN,FAT3;CDHF15,Protocadherin FAT 3,A_24_P16833,ratio: 0.32,ratio_log2fc: -1.62,,p-value: 6.90E-04
