gene	transcript	canonical	obs_lof	exp_lof	oe_lof	oe_lof_lower	oe_lof_upper	obs_mis	exp_mis	oe_mis	oe_mis_lower	oe_mis_upper	obs_syn	exp_syn	oe_syn	oe_syn_lower	oe_syn_upper	lof_z	mis_z	syn_z	pLI	pRec	pNull	gene_issues
RGAG4	ENST00000545866	True	8.0	13.41	0.5965699999999999	0.349	1.076	228.0	223.99	1.0179	0.913	1.136	94.0	93.119	1.0095	0.853	1.198	1.3768	-0.097116	-0.071465	0.00014051	0.8680700000000001	0.13179000000000002	[]
RGCC	ENST00000379359	True	4.0	5.596	0.7148	0.35	1.57	51.0	70.921	0.71911	0.573	0.908	24.0	30.415	0.78909	0.571	1.11	0.6287699999999999	0.85815	0.91069	0.0043396	0.68035	0.31531	[]
RGL1	ENST00000304685	True	8.0	46.273	0.17289000000000002	0.1	0.312	315.0	444.47	0.7087	0.645	0.778	167.0	171.23	0.9752799999999999	0.859	1.109	5.2436	2.2279	0.25329	0.9724	0.027599000000000002	9.0798e-11	[]
RGL2	ENST00000497454	True	11.0	40.226	0.27346	0.171	0.453	346.0	466.97	0.7409399999999999	0.678	0.81	136.0	193.25	0.70373	0.611	0.811	4.2945	2.0309	3.2246	0.025407	0.97459	8.3096e-07	[]
RGL3	ENST00000393423	True	45.0	43.31	1.039	0.817	1.332	444.0	428.72	1.0356	0.957	1.12	166.0	179.82	0.9231600000000001	0.813	1.05	-0.23926999999999998	-0.26764	0.80671	9.663299999999999e-31	2.6206999999999998e-05	0.99997	[]
RGL4	ENST00000290691	True	20.0	21.765	0.91889	0.646	1.335	284.0	269.49	1.0538	0.956	1.163	124.0	112.35	1.1037	0.953	1.281	0.35264	-0.32058000000000003	-0.8608	5.037600000000001e-13	0.053733	0.9462700000000001	[]
RGMA	ENST00000557301	True	4.0	15.152999999999999	0.26398	0.129	0.604	249.0	301.13	0.82688	0.745	0.918	152.0	140.27	1.0836	0.949	1.24	2.6702	1.0899	-0.77535	0.18492999999999998	0.81284	0.0022243000000000002	[]
RGMB	ENST00000308234	True	4.0	11.533	0.34684	0.17	0.794	226.0	260.62	0.86715	0.777	0.968	105.0	104.8	1.0019	0.854	1.178	2.0672	0.77805	-0.015294	0.054501	0.92776	0.017740000000000002	[]
RGN	ENST00000397180	True	4.0	9.2474	0.43256000000000006	0.212	0.99	134.0	109.39	1.225	1.064	1.414	39.0	42.157	0.92512	0.715	1.208	1.6082	-0.85357	0.38063	0.022924	0.9172399999999999	0.059832	[]
RGP1	ENST00000378078	True	15.0	19.991	0.75034	0.501	1.155	196.0	224.82	0.87179	0.775	0.981	91.0	89.64	1.0152	0.856	1.208	1.0403	0.6974	-0.11243	9.3309e-09	0.50721	0.49278999999999995	[]
RGPD1	ENST00000559485	True	4.0	6.2074	0.6444	0.316	1.448	10.0	48.031000000000006	0.2082	0.127	0.353	4.0	15.991	0.25014000000000003	0.122	0.572	0.8257	1.9907	2.3478	0.0059751000000000005	0.74528	0.24874000000000002	[]
RGPD2	ENST00000398146	True	5.0	6.639	0.75313	0.392	1.542	90.0	89.929	1.0008	0.843	1.192	29.0	32.852	0.88274	0.656	1.204	0.59282	-0.0027228	0.52622	0.001151	0.63551	0.36334	[]
RGPD3	ENST00000409886	True	62.0	44.038999999999994	1.4079	1.146	1.735	733.0	533.16	1.3748	1.293	1.461	237.0	197.35	1.2009	1.079	1.337	-2.5224	-3.1397	-2.21	2.5877999999999997e-48	8.001399999999999e-11	1.0	"[""mis_too_many""]"
RGPD4	ENST00000408999	True	71.0	45.205	1.5706	1.294	1.879	793.0	554.52	1.4301	1.348	1.516	230.0	204.88	1.1226	1.007	1.252	-3.5755	-3.674	-1.3738	2.6237999999999995e-57	1.4636e-13	1.0	"[""mis_too_many""]"
RGPD6	ENST00000329516	True	0.0	0.93726	0.0	0.0	1.74	2.0	6.4256	0.31125	0.126	0.979	0.0	3.2868	0.0	0.0	0.903	0.9022700000000001	0.63337	1.4194	0.39368000000000003	0.48123999999999995	0.12508	[]
RGPD8	ENST00000302558	True	12.0	18.317999999999998	0.6551	0.419	1.061	227.0	215.15	1.0551	0.946	1.178	85.0	83.671	1.0159	0.852	1.217	1.3757	-0.29306	-0.11377000000000001	1.12e-06	0.8085100000000001	0.19147999999999998	[]
RGR	ENST00000359452	True	14.0	12.83	1.0912	0.719	1.676	182.0	170.33	1.0685	0.946	1.208	101.0	75.04899999999999	1.3458	1.145	1.588	-0.3045	-0.32438	-2.3454	2.9814e-10	0.045359	0.9546399999999999	[]
RGS1	ENST00000367459	True	1.0	9.6302	0.10384000000000002	0.036	0.493	105.0	111.24	0.9439299999999999	0.805	1.11	32.0	37.243	0.8592299999999999	0.648	1.154	2.5918	0.21453000000000003	0.67261	0.80155	0.19741	0.0010405999999999998	[]
RGS10	ENST00000369103	True	1.0	8.9757	0.11141	0.039	0.529	58.0	94.428	0.61422	0.496	0.764	30.0	35.803000000000004	0.83793	0.626	1.137	2.4811	1.36	0.7592800000000001	0.7593300000000001	0.23888	0.0017894999999999999	[]
RGS11	ENST00000397770	True	24.0	29.785	0.80578	0.583	1.133	299.0	279.25	1.0707	0.973	1.178	115.0	109.1	1.0541	0.905	1.231	0.9878600000000001	-0.42872	-0.44242	4.1666e-14	0.16218	0.8378200000000001	[]
RGS12	ENST00000344733	True	24.0	55.943000000000005	0.42901000000000006	0.31	0.603	864.0	928.16	0.9308700000000001	0.879	0.985	439.0	404.91	1.0842	1.002	1.173	3.9802	0.76403	-1.3264	4.5561e-09	1.0	4.0984e-06	[]
RGS13	ENST00000391995	True	6.0	8.3247	0.72075	0.393	1.412	84.0	81.90100000000001	1.0256	0.859	1.23	31.0	25.495	1.2159	0.913	1.637	0.7509	-0.08413999999999999	-0.8536299999999999	0.00043595	0.6666300000000001	0.33293	[]
RGS14	ENST00000408923	True	9.0	29.566	0.30441	0.183	0.531	298.0	326.19	0.91356	0.83	1.006	112.0	139.96	0.80025	0.686	0.936	3.525	0.56634	1.8502	0.012925	0.9870200000000001	5.5243999999999995e-05	[]
RGS16	ENST00000367558	True	8.0	8.9319	0.8956700000000001	0.524	1.586	100.0	112.82	0.88641	0.753	1.047	45.0	50.227	0.8959299999999999	0.705	1.149	0.2906	0.4377	0.57744	1.1309000000000001e-05	0.37292	0.62707	[]
RGS17	ENST00000367225	True	3.0	12.345999999999998	0.24299	0.11	0.628	77.0	106.44	0.72342	0.601	0.874	29.0	34.8	0.8333299999999999	0.62	1.136	2.479	1.0352	0.76979	0.29175999999999996	0.70422	0.004027599999999999	[]
RGS18	ENST00000367460	True	6.0	10.4	0.57691	0.315	1.138	117.0	114.8	1.0192	0.876	1.188	32.0	36.335	0.8806799999999999	0.664	1.183	1.2716	-0.074619	0.56311	0.0012197	0.8581799999999999	0.1406	[]
RGS19	ENST00000395042	True	0.0	10.129	0.0	0.0	0.295	112.0	146.96	0.76212	0.653	0.892	75.0	66.383	1.1298	0.937	1.369	2.9661	1.0462	-0.82801	0.9621299999999999	0.037798000000000005	7.0572e-05	[]
RGS2	ENST00000235382	True	9.0	11.280999999999999	0.79777	0.48	1.388	105.0	106.28	0.98795	0.843	1.162	44.0	35.859	1.227	0.963	1.577	0.6330399999999999	0.045058	-1.0644	6.9195e-06	0.49299	0.507	[]
RGS20	ENST00000297313	True	9.0	15.185	0.5927	0.356	1.034	162.0	210.23	0.77059	0.677	0.878	85.0	86.416	0.98361	0.824	1.178	1.4792	1.2067	0.1193	5.3642e-05	0.88771	0.11223	[]
RGS21	ENST00000417209	True	7.0	7.6123	0.9195700000000001	0.52	1.66	85.0	76.083	1.1172	0.937	1.338	26.0	26.844	0.96855	0.709	1.344	0.20681999999999998	-0.37088000000000004	0.12755999999999998	3.7306e-05	0.38738	0.61259	[]
RGS22	ENST00000360863	True	55.0	70.868	0.77609	0.624	0.972	575.0	606.58	0.94794	0.884	1.016	189.0	210.58	0.89751	0.796	1.013	1.7567	0.46513000000000004	1.1645	2.3358e-30	0.03073	0.9692700000000001	[]
RGS3	ENST00000374140	True	27.0	59.257	0.45564	0.335	0.628	624.0	711.78	0.8766799999999999	0.82	0.937	296.0	295.12	1.003	0.911	1.104	3.9054	1.1936	-0.040034	1.1176999999999999e-10	0.9999899999999999	6.9652e-06	[]
RGS4	ENST00000421743	True	12.0	13.472000000000001	0.89076	0.57	1.44	146.0	154.94	0.9423299999999999	0.823	1.081	57.0	57.265	0.9953799999999999	0.803	1.241	0.37368	0.26043	0.027387	5.3895e-08	0.23831	0.76169	[]
RGS5	ENST00000530507	True	6.0	8.5159	0.70457	0.385	1.383	88.0	93.016	0.9460700000000001	0.795	1.13	25.0	35.827	0.6977899999999999	0.508	0.975	0.80348	0.18868	1.4163	0.00048397	0.68899	0.31053000000000003	[]
RGS6	ENST00000553525	True	8.0	36.446999999999996	0.2195	0.128	0.396	196.0	275.26	0.71204	0.633	0.802	87.0	96.55	0.9010799999999999	0.757	1.077	4.3914	1.7332	0.7609899999999999	0.47176999999999997	0.52823	3.4010999999999994e-07	[]
RGS7	ENST00000366565	True	6.0	34.465	0.17409000000000002	0.094	0.344	153.0	272.78	0.5609	0.491	0.641	99.0	99.861	0.9913799999999999	0.842	1.172	4.5188	2.6309	0.06745599999999999	0.92011	0.079889	3.1968e-08	[]
RGS7BP	ENST00000334025	True	1.0	14.417	0.069364	0.024	0.329	109.0	143.06	0.7619	0.651	0.893	54.0	54.044	0.9991899999999999	0.802	1.253	3.2932	1.0332	0.0046848	0.96049	0.039488999999999996	1.5925e-05	[]
RGS8	ENST00000258302	True	3.0	12.479000000000001	0.2404	0.108	0.621	72.0	108.91	0.66108	0.546	0.804	41.0	43.015	0.95316	0.741	1.237	2.5009	1.2832	0.24055	0.30225	0.69406	0.0036953000000000003	[]
RGS9	ENST00000262406	True	29.0	46.941	0.61779	0.459	0.842	372.0	380.75	0.97701	0.897	1.065	168.0	148.36	1.1324	0.998	1.287	2.4405	0.16275	-1.2623	4.0282999999999996e-14	0.97636	0.023642	[]
RGS9BP	ENST00000334176	True	4.0	4.6534	0.8595799999999999	0.417	1.744	106.0	131.52	0.80593	0.688	0.947	50.0	67.721	0.73832	0.587	0.935	0.2823	0.8074100000000001	1.686	0.0025284	0.56392	0.43355	[]
RGSL1	ENST00000294854	True	24.0	48.207	0.49785	0.36	0.7	403.0	532.55	0.75674	0.697	0.822	159.0	190.67	0.8338899999999999	0.732	0.951	3.2493	2.0366	1.7958	2.5234e-10	0.99974	0.00026098	[]
RHAG	ENST00000371175	True	7.0	21.024	0.33296	0.188	0.625	185.0	221.84	0.8339200000000001	0.739	0.942	97.0	80.67399999999999	1.2024	1.019	1.423	2.8504	0.8974	-1.4231	0.014297	0.98454	0.0011600999999999998	[]
RHBDD1	ENST00000392062	True	17.0	14.878	1.1426	0.78	1.688	171.0	169.94	1.0062	0.888	1.142	69.0	63.84	1.0808	0.889	1.321	-0.51261	-0.029521	-0.50561	1.4034e-12	0.013972	0.98603	[]
RHBDD2	ENST00000006777	True	2.0	11.642000000000001	0.17179	0.069	0.541	181.0	205.04	0.88276	0.781	0.999	89.0	98.24600000000001	0.90589	0.762	1.08	2.6336	0.609	0.73033	0.62262	0.37593000000000004	0.0014529999999999999	[]
RHBDD3	ENST00000216085	True	8.0	11.298	0.70806	0.415	1.276	186.0	197.54	0.9415899999999999	0.835	1.063	90.0	99.491	0.9046	0.762	1.078	0.9145399999999999	0.29780999999999996	0.74502	4.9923e-05	0.6793899999999999	0.32056	[]
RHBDF1	ENST00000262316	True	29.0	41.922	0.69176	0.514	0.943	473.0	569.34	0.8307899999999999	0.77	0.896	243.0	237.87	1.0216	0.919	1.136	1.86	1.4647	-0.26042	4.6466e-15	0.73602	0.26398	[]
RHBDF2	ENST00000313080	True	12.0	38.179	0.31431	0.2	0.509	420.0	545.44	0.7700199999999999	0.71	0.835	207.0	221.52	0.93445	0.834	1.049	3.9486	1.9486	0.76379	0.0023256	0.9976700000000001	5.5134000000000004e-06	[]
RHBDL1	ENST00000219551	True	4.0	16.942999999999998	0.23608	0.115	0.54	206.0	270.43	0.76175	0.679	0.855	128.0	120.11	1.0657	0.922	1.234	2.9306	1.4213	-0.56393	0.30746999999999997	0.69181	0.0007238	[]
RHBDL2	ENST00000289248	True	12.0	14.375	0.83478	0.534	1.351	157.0	161.07	0.97472	0.855	1.113	45.0	58.67	0.767	0.603	0.983	0.5837899999999999	0.11642000000000001	1.3973	1.0683e-07	0.33696	0.66304	[]
RHBDL3	ENST00000269051	True	13.0	18.969	0.6853199999999999	0.445	1.09	206.0	233.53	0.8821100000000001	0.787	0.99	89.0	100.23	0.88794	0.747	1.059	1.2773	0.65355	0.8783799999999999	2.4974e-07	0.7350300000000001	0.26497	[]
RHBG	ENST00000368249	True	19.0	17.069000000000003	1.1131	0.775	1.623	260.0	259.29	1.0028	0.905	1.111	115.0	114.82	1.0016	0.86	1.169	-0.43553000000000003	-0.016086000000000003	-0.013503	8.2153e-14	0.009754500000000001	0.99025	[]
RHCE	ENST00000294413	True	7.0	18.301	0.38249	0.217	0.718	209.0	228.83	0.9133399999999999	0.815	1.024	94.0	96.064	0.9785200000000001	0.827	1.162	2.462	0.47556000000000004	0.16485	0.0051916	0.9897799999999999	0.0050327	[]
RHCG	ENST00000268122	True	11.0	24.636	0.44651	0.28	0.739	270.0	281.69	0.9585	0.867	1.06	124.0	116.23	1.0668	0.921	1.238	2.5603	0.25268	-0.56395	7.626100000000001e-05	0.99625	0.0036723	[]
RHD	ENST00000328664	True	10.0	17.887999999999998	0.55902	0.344	0.948	220.0	213.47	1.0306	0.922	1.152	96.0	91.36	1.0508	0.89	1.245	1.7382	-0.16213	-0.3801	3.0009e-05	0.9398799999999999	0.06009199999999999	[]
RHEB	ENST00000262187	True	0.0	12.011	0.0	0.0	0.249	31.0	97.727	0.31721	0.237	0.428	35.0	35.166	0.99529	0.759	1.32	3.2299	2.4487	0.021868000000000002	0.9809200000000001	0.019063999999999998	1.2957e-05	[]
RHEBL1	ENST00000301068	True	10.0	13.107999999999999	0.76289	0.47	1.293	80.0	104.03	0.76899	0.641	0.926	29.0	36.246	0.80009	0.595	1.091	0.80007	0.85477	0.94231	2.9147000000000002e-06	0.5455899999999999	0.45441000000000004	[]
RHNO1	ENST00000489288	True	5.0	7.3127	0.68374	0.356	1.422	126.0	126.11	0.99916	0.864	1.158	46.0	48.896	0.9407700000000001	0.742	1.203	0.79704	0.0034046	0.32425	0.0016637	0.71403	0.28431	[]
RHO	ENST00000296271	True	8.0	13.540999999999999	0.5908100000000001	0.346	1.066	209.0	222.69	0.93853	0.838	1.053	113.0	94.311	1.1982	1.028	1.401	1.4033	0.33276	-1.5067	0.00014887	0.8758799999999999	0.12397000000000001	[]
RHOA	ENST00000418115	True	0.0	6.3092	0.0	0.0	0.474	13.0	112.12	0.11595	0.074	0.184	45.0	42.187	1.0667	0.839	1.368	2.3409	3.3959	-0.33910999999999997	0.8574	0.14056	0.0020410999999999997	[]
RHOB	ENST00000272233	True	2.0	5.3832	0.37151999999999996	0.151	1.162	46.0	125.56	0.36635999999999996	0.288	0.468	85.0	53.256	1.5961	1.337	1.883	1.359	2.5758	-3.4057	0.12545	0.78691	0.087641	[]
RHOBTB1	ENST00000337910	True	12.0	31.425	0.38187	0.244	0.619	328.0	419.5	0.78188	0.714	0.857	164.0	164.32	0.99803	0.878	1.136	3.2294	1.6207	0.019793	0.00018633	0.99961	0.00020774	[]
RHOBTB2	ENST00000519685	True	10.0	32.885	0.30409	0.187	0.516	321.0	472.63	0.67919	0.619	0.745	187.0	188.58	0.99164	0.879	1.119	3.7192	2.5302	0.089906	0.008633400000000001	0.99135	2.0165e-05	[]
RHOBTB3	ENST00000379982	True	14.0	30.17	0.46403	0.305	0.725	249.0	334.84	0.74363	0.67	0.826	135.0	132.33	1.0201	0.886	1.177	2.7437	1.7019	-0.18143	4.3002e-06	0.9981	0.0018977999999999998	[]
RHOC	ENST00000285735	True	1.0	8.9823	0.11133	0.039	0.528	65.0	121.65	0.5343100000000001	0.437	0.657	58.0	47.963	1.2093	0.978	1.505	2.4822	1.8633	-1.1347	0.75979	0.23843000000000003	0.0017797999999999998	[]
RHOD	ENST00000308831	True	4.0	8.1213	0.49253	0.242	1.126	93.0	120.79	0.76995	0.65	0.915	43.0	53.782	0.79953	0.625	1.031	1.3478	0.91722	1.151	0.014440999999999999	0.8804200000000001	0.10514000000000001	[]
RHOF	ENST00000267205	True	7.0	10.277000000000001	0.68112	0.386	1.277	107.0	141.79	0.75464	0.644	0.886	58.0	65.735	0.88234	0.713	1.098	0.9527100000000001	1.0599	0.74692	0.00018929	0.72553	0.27429000000000003	[]
RHOG	ENST00000351018	True	1.0	5.106	0.19585	0.069	0.927	49.0	122.94	0.39857	0.316	0.506	82.0	54.753	1.4976	1.252	1.793	1.6935	2.4192	-2.883	0.41365	0.55324	0.033108	[]
RHOH	ENST00000381799	True	2.0	5.6387	0.35469	0.144	1.112	65.0	113.54	0.57248	0.468	0.704	58.0	50.925	1.1389	0.921	1.417	1.4281	1.6526	-0.7761899999999999	0.13784000000000002	0.78585	0.076304	[]
RHOJ	ENST00000316754	True	5.0	10.585	0.47239	0.246	0.993	115.0	131.79	0.8726	0.749	1.019	45.0	50.581	0.8896700000000001	0.7	1.141	1.5998	0.53058	0.61437	0.0073575	0.9288200000000001	0.063819	[]
RHOQ	ENST00000238738	True	1.0	10.822000000000001	0.092407	0.032	0.438	71.0	111.86	0.63475	0.523	0.773	58.0	43.971000000000004	1.3191	1.067	1.641	2.7825	1.4014	-1.6564	0.8634299999999999	0.13619	0.00037861	[]
RHOT1	ENST00000358365	True	9.0	44.269	0.2033	0.122	0.355	227.0	362.83	0.62564	0.561	0.698	99.0	125.65	0.78788	0.669	0.931	4.9402	2.5869	1.8617	0.7619600000000001	0.23804	4.961e-09	[]
RHOT2	ENST00000315082	True	37.0	34.495	1.0726	0.824	1.411	473.0	402.19	1.1761	1.09	1.269	266.0	184.75	1.4398	1.302	1.594	-0.39744	-1.281	-4.6804	7.9862e-26	0.00010912	0.99989	"[""syn_outlier""]"
RHOU	ENST00000366691	True	2.0	8.1141	0.24648	0.1	0.776	95.0	127.81	0.74332	0.629	0.882	62.0	54.3	1.1418	0.93	1.411	2.0004	1.0527	-0.81808	0.30149000000000004	0.68101	0.017501	[]
RHOV	ENST00000220507	True	1.0	9.1612	0.10916	0.038	0.518	72.0	135.57	0.53109	0.438	0.646	55.0	65.188	0.84372	0.678	1.056	2.5129	1.9807	0.9879100000000001	0.7719	0.22655999999999998	0.0015363	[]
RHOXF1	ENST00000217999	True	0.0	4.9882	0.0	0.0	0.6	91.0	87.37100000000001	1.0415	0.878	1.24	34.0	36.986999999999995	0.91924	0.698	1.224	2.0815	-0.14085	0.38455	0.78332	0.21045999999999998	0.0062123000000000005	[]
RHOXF2	ENST00000371388	True	5.0	3.8302	1.3054	0.639	1.908	59.0	63.781000000000006	0.92504	0.749	1.149	40.0	32.019	1.2493	0.969	1.624	-0.55709	0.21719000000000002	-1.1043	0.00017673	0.27899	0.72083	[]
RHOXF2B	ENST00000371402	True	1.0	3.3286	0.30043000000000003	0.105	1.363	55.0	52.211000000000006	1.0534	0.847	1.319	30.0	25.874000000000002	1.1594	0.866	1.571	1.1895	-0.14005	-0.63502	0.24974000000000002	0.6493399999999999	0.10092999999999999	[]
RHPN1	ENST00000289013	True	20.0	27.984	0.7147100000000001	0.502	1.039	359.0	399.68	0.8982100000000001	0.823	0.98	196.0	187.68	1.0443	0.929	1.176	1.4065	0.73825	-0.47531	5.9055e-11	0.61555	0.38445	[]
RHPN2	ENST00000254260	True	16.0	32.764	0.48833999999999994	0.33	0.742	364.0	391.25	0.9303600000000001	0.853	1.015	143.0	162.38	0.8806200000000001	0.768	1.012	2.7295	0.49975	1.191	4.1905000000000004e-07	0.9978	0.0021982	[]
RIBC1	ENST00000375327	True	1.0	16.837	0.059392999999999994	0.02	0.282	122.0	154.1	0.7917	0.683	0.92	41.0	54.225	0.7561100000000001	0.588	0.981	3.597	0.93805	1.4062	0.98364	0.016357	1.7982e-06	[]
RIBC2	ENST00000538017	True	18.0	17.29	1.0411	0.718	1.539	193.0	208.57	0.9253399999999999	0.822	1.043	70.0	79.452	0.88103	0.726	1.075	-0.15914	0.39114	0.8302799999999999	1.1131e-12	0.023392	0.9766100000000001	[]
RIC3	ENST00000309737	True	11.0	16.32	0.67402	0.423	1.116	220.0	194.28	1.1324	1.014	1.266	90.0	72.03699999999999	1.2494	1.053	1.489	1.2273	-0.66952	-1.657	2.585e-06	0.7572399999999999	0.24276	[]
RIC8A	ENST00000325207	True	9.0	20.824	0.43218999999999996	0.26	0.754	293.0	332.33	0.88166	0.801	0.971	132.0	135.08	0.9772	0.848	1.129	2.4148	0.7826	0.2075	0.00049468	0.9934299999999999	0.006079	[]
RIC8B	ENST00000392839	True	1.0	22.662	0.044127	0.015	0.209	184.0	282.61	0.65108	0.577	0.736	93.0	110.83	0.83915	0.709	0.997	4.2409	2.1279	1.3258	0.9981200000000001	0.0018789999999999998	9.0491e-09	[]
RICTOR	ENST00000357387	True	9.0	101.87	0.088351	0.052	0.154	629.0	897.54	0.70081	0.656	0.749	281.0	316.33	0.8883	0.805	0.981	8.5752	3.2518	1.5554	1.0	1.3787e-10	1.0612999999999998e-31	[]
RIF1	ENST00000243326	True	6.0	105.29	0.056986	0.03	0.112	1261.0	1238.8	1.018	0.971	1.066	499.0	437.98	1.1393	1.058	1.227	9.0181	-0.22926999999999997	-2.283	1.0	2.7219e-13	3.3086e-36	[]
RIIAD1	ENST00000479191	True	6.0	4.3838	1.3687	0.705	1.915	27.0	37.341	0.72306	0.532	0.997	14.0	13.064	1.0716	0.706	1.652	-0.71941	0.61393	-0.20274	2.9109000000000002e-05	0.19435	0.80562	[]
RILP	ENST00000301336	True	14.0	12.842	1.0902	0.718	1.675	187.0	190.53	0.98145	0.87	1.108	85.0	87.13	0.97556	0.818	1.168	-0.30122	0.092905	0.17862	3.0133999999999996e-10	0.04564	0.95436	[]
RILPL1	ENST00000376874	True	5.0	21.724	0.23016	0.119	0.484	149.0	244.54	0.6093	0.532	0.698	88.0	107.44	0.81908	0.688	0.978	3.3441	2.2165	1.4682	0.33802	0.66187	0.00011477	[]
RILPL2	ENST00000280571	True	4.0	9.3577	0.42746000000000006	0.21	0.978	98.0	115.43	0.8489700000000001	0.72	1.004	50.0	50.053000000000004	0.9989399999999999	0.795	1.264	1.6323	0.58867	0.005894600000000001	0.023948	0.9195200000000001	0.056531	[]
RIMBP2	ENST00000261655	True	8.0	42.882	0.18656	0.108	0.337	551.0	650.09	0.84757	0.79	0.909	305.0	285.04	1.07	0.974	1.176	4.9644	1.4099	-0.92548	0.9083700000000001	0.091633	1.8620999999999998e-09	[]
RIMBP3	ENST00000426804	True	12.0	12.459000000000001	0.96314	0.616	1.549	182.0	248.47	0.73248	0.648	0.828	72.0	108.75	0.66205	0.546	0.805	0.12125	1.5298	2.7593	2.3807999999999997e-08	0.15373	0.8462700000000001	[]
RIMBP3B	ENST00000434111	True	0.0	1.0988	0.0	0.0	1.693	27.0	29.758000000000003	0.9073100000000001	0.668	1.251	19.0	12.922	1.4704	1.011	1.91	0.9769200000000001	0.18344000000000002	-1.3239	0.41236999999999996	0.47453999999999996	0.11309000000000001	[]
RIMKLA	ENST00000431473	True	7.0	12.958	0.54019	0.306	1.015	159.0	207.67	0.76563	0.672	0.873	65.0	82.961	0.7835	0.641	0.963	1.5426	1.2253	1.5439	0.00065231	0.9171799999999999	0.082164	[]
RIMKLB	ENST00000357529	True	3.0	16.244	0.18469000000000002	0.083	0.477	130.0	234.68	0.55395	0.479	0.641	87.0	88.24799999999999	0.9858600000000001	0.828	1.178	3.0624	2.4789	0.104	0.6400899999999999	0.35966	0.00025369	[]
RIMS1	ENST00000521978	True	18.0	96.512	0.18650999999999998	0.128	0.277	738.0	936.6	0.78795	0.741	0.837	326.0	345.12	0.9445899999999999	0.862	1.035	7.4482	2.3542	0.80598	0.99716	0.0028418000000000002	3.9662999999999995e-20	[]
RIMS2	ENST00000406091	True	10.0	81.404	0.12284	0.075	0.208	692.0	753.89	0.91791	0.862	0.977	268.0	258.45	1.037	0.938	1.147	7.3757	0.8177	-0.46531999999999996	1.0	1.5111000000000002e-06	1.4868000000000002e-22	[]
RIMS3	ENST00000372684	True	8.0	13.64	0.5865100000000001	0.343	1.058	162.0	198.84	0.8147300000000001	0.716	0.928	68.0	81.289	0.8365299999999999	0.687	1.024	1.4232	0.9477700000000001	1.154	0.00015551	0.88155	0.11829	[]
RIMS4	ENST00000541604	True	3.0	11.222999999999999	0.2673	0.121	0.691	60.0	161.0	0.37267	0.302	0.462	62.0	72.165	0.85915	0.699	1.061	2.2877	2.8877	0.9368200000000001	0.21224	0.77962	0.0081487	[]
RIN1	ENST00000311320	True	14.0	23.819000000000003	0.58777	0.387	0.919	396.0	433.26	0.914	0.841	0.993	214.0	197.4	1.0841	0.969	1.214	1.875	0.64942	-0.9247799999999999	3.7874e-07	0.9455399999999999	0.054454999999999996	[]
RIN2	ENST00000255006	True	12.0	35.764	0.33553	0.214	0.544	480.0	532.58	0.9012700000000001	0.836	0.972	218.0	226.22	0.9636600000000001	0.862	1.078	3.7034	0.82655	0.42793000000000003	0.00094387	0.9990399999999999	2.0192e-05	[]
RIN3	ENST00000216487	True	20.0	32.811	0.60954	0.428	0.886	538.0	610.6	0.8811100000000001	0.82	0.946	286.0	270.37	1.0578	0.96	1.167	2.0844	1.0658	-0.74426	5.5761e-10	0.95535	0.044647000000000006	[]
RING1	ENST00000374656	True	3.0	16.335	0.18366	0.083	0.475	125.0	235.05	0.53181	0.459	0.617	98.0	96.781	1.0126	0.859	1.198	3.0749	2.604	-0.097024	0.6479	0.35186	0.00023635	[]
RINL	ENST00000591812	True	10.0	23.307	0.42905	0.264	0.728	244.0	303.91	0.80286	0.722	0.893	100.0	131.73	0.75912	0.645	0.896	2.5689	1.2468	2.1646	0.00024141	0.99629	0.0034698	[]
RINT1	ENST00000257700	True	25.0	44.611999999999995	0.5603899999999999	0.407	0.783	361.0	407.88	0.88507	0.811	0.966	157.0	152.23	1.0313	0.905	1.177	2.7365	0.84204	-0.30257	1.2595999999999998e-11	0.99613	0.0038722	[]
RIOK1	ENST00000379834	True	25.0	31.99	0.78149	0.569	1.091	278.0	310.09	0.8965200000000001	0.812	0.99	88.0	105.65	0.8329	0.7	0.994	1.1518	0.66106	1.3448	2.5522999999999998e-14	0.22654000000000002	0.77346	[]
RIOK2	ENST00000283109	True	11.0	24.453000000000003	0.44983999999999996	0.282	0.745	245.0	284.15	0.8622200000000001	0.776	0.958	92.0	98.374	0.93521	0.789	1.112	2.5354	0.84254	0.50312	7.1195e-05	0.9958799999999999	0.0040496	[]
RIOK3	ENST00000339486	True	15.0	28.121	0.5334	0.356	0.821	234.0	283.73	0.82473	0.74	0.919	73.0	92.553	0.78874	0.652	0.958	2.306	1.071	1.5913	3.8020000000000003e-07	0.9878100000000001	0.012190000000000001	[]
RIPK1	ENST00000259808	True	8.0	28.304000000000002	0.28265	0.165	0.51	291.0	378.37	0.76908	0.698	0.847	131.0	147.5	0.8881399999999999	0.77	1.027	3.5568	1.6295	1.0637	0.040760000000000005	0.95919	4.8946e-05	[]
RIPK2	ENST00000220751	True	6.0	26.69	0.2248	0.122	0.444	166.0	270.59	0.61348	0.54	0.698	80.0	95.955	0.83373	0.695	1.004	3.7324	2.3065	1.2752	0.38608000000000003	0.6139100000000001	1.5975999999999997e-05	[]
